ObjectId,Country,ISO2,ISO3,Indicator,Unit,Source,CTS_Code,CTS_Name,CTS_Full_Descriptor,Type_of_Issuer,Use_of_Proceed,Principal_Currency,F1985,F1986,F1987,F1990,F1991,F1992,F1993,F1994,F1999,F2000,F2002,F2003,F2004,F2007,F2008,F2009,F2010,F2011,F2012,F2013,F2014,F2015,F2016,F2017,F2018,F2019,F2020,F2021
152,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Alternative Energy,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.72183
153,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Aquatic Biodiversity Conservation,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.65507
154,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Capital expenditure,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5
155,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Capital expenditure/Financing expenses,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.943478
156,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Carbon reduction through reforestation and avoided deforestation,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.462368
157,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,China Municipal Development,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1757413
158,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,"Circular Economy Adapted/Eco-efficient Products, Production Technologies/Processes",All,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.18649
159,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Clean Transport,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.6653
160,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Climate Change Adaptation,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.0524
161,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,E-education programs - Education Projects,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5660527
162,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Economic Development,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.173913
163,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Electric & Public Power,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.358051
164,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Eligible Green Projects,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,228.3821
165,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Employee stock ownership plan,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2371504
166,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Energy Efficiency,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,380.7837
167,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Environmental Protection Projects,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.209312
168,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Environmentally Sustainable Products,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.153377
169,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Equipment Upgrade/Construction,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4426568
170,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Financing of Subordinated Loan,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0869565
171,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Funding new technologies to reduce GHS emissions,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4355949
172,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Gas,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0632401
173,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,General Purpose,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.531951
174,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,General Purpose/Acquisition,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001197
175,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,General Purpose/Refinance,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4249398
176,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,General Purpose/Working Capital,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1534237
177,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Green Construction/Buildings,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,96.5866
178,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Industrial Development,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0358857
179,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Infrastructure,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.025067
180,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Land Preservation,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5672865
181,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Merger or Acquisition,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.088717
182,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Other,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000383954
183,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Other Education,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.924737
184,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Other Housing,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.259699
185,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Other Public Service,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2132773
186,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Other Transportation,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0790501
187,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Pollution Control,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1903379
188,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Pollution Prevention & Control,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.99438
189,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Production/Supply of Cannabis,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0982777
190,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Project Finance,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3006391
191,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Property Expendit (acquisit/development),All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.035441
192,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Redeem Existing Bonds or Securities,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.764771
193,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Refinance/Financing expenses,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.174995
194,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Renewable Energy Projects,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,88.90163
195,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Repay Bank Loan or Bridge Financing,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.600485
196,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Repay Intercompany Debt,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2517658
197,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Solar projects,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.510291
198,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Sustainable Management of Land Use,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.852823
199,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Sustainable Management of Living Natural Resources,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2687705
200,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Sustainable Water or Wastewater management,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.51768
201,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,The Belt and Road Initiative,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.252611
202,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Waste Management,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.360938
203,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Water & Sewer,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6569536
204,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Wind projects,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0790501
205,World,,WLD,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFF,Green Bonds,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds",All,Working capital,All,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.359448
206,World,,WLD,"Green Bond Issuances (All Countries), US Dollars",US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",All,All,All,0.055,0.3,0.0751202,0,0.0291793,0.1435457,0.1856502,0.1097454,0.0481737,0.0533208,0.1476851,0.40466,0.1085305,0.8165376,0.5276168,0.8651931,3.109588,0.8285006,2.709999,13.46218,33.65548,49.81834,98.55719,142.572,171.4977,300.255,319.0704,620.0507
207,World,,WLD,Green Bond Issuances by Type of Issuers,US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",International Organization,All,All,,,,,,,,,,,,,,0.8165376,0.4144063,0.8651931,2.995827,0.8131461,1.666648,8.267732,11.80876,7.887613,15.54199,9.591974,17.75508,19.66621,25.79327,32.34588
208,World,,WLD,Green Bond Issuances by Type of Issuers,US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",State owned entities,All,All,,,,,,,,,,,,0.1,,,0.1132105,,0.1137614,0.0153545,,3.424579,6.190175,14.68465,16.83899,26.3893,18.05465,44.12346,49.93806,63.32654
209,World,,WLD,Green Bond Issuances by Type of Issuers,US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Banks,All,All,0.03,0.3,0.0751202,0,,,,,0.0481737,0.0533208,0.1476851,0.01,0.1085305,,,,,,,0.7778044,1.180198,8.199389,33.75451,29.38567,47.9112,48.46371,43.5466,96.13461
210,World,,WLD,Green Bond Issuances by Type of Issuers,US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Nonfinancial corporations,All,All,0.025,,,,,,0.1681426,,,0,,0.1716472,,,,,,,0.070495,0.5971406,8.419299,10.82866,15.89945,29.92843,33.91578,84.05789,98.45582,196.2246
211,World,,WLD,Green Bond Issuances by Type of Issuers,US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Local and state Government,All,All,,,,,0.0291793,0.1435457,0.0175076,0.1097454,,,,,,,,,,,0.6503946,0.0552926,1.749111,1.494051,2.697031,3.099129,4.477432,4.736414,6.572575,10.21391
212,World,,WLD,Green Bond Issuances by Type of Issuers,US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Other financial corporations,All,All,,,,,,,,,,,,0.1230128,,,,,,,0.322461,0.3396316,4.307934,6.723979,12.97732,31.6977,22.07806,69.73303,62.59935,136.2398
213,World,,WLD,Green Bond Issuances by Type of Issuers,US Dollars,"Refinitiv. Accessed on 2022-03-29; Country authorities; IMF staff calculations.",ECFFI,Green Bonds Issuances,"Environment, Climate Change, Financial and Physical and Transition Risk Indicators, Green Bonds, Green Bonds Issuances ",Sovereign,All,All,,,,,,,,,,,,,,,,,,,,,,,0.8478792,12.47982,27.30544,29.47426,32.1647,85.56537
